theta1,theta2,p1,p2
-0.626010,-2.378011,-5.795004,-2.919153
-0.626331,-2.378361,-5.794946,-2.917369
-0.626652,-2.378710,-5.794886,-2.915587
-0.626974,-2.379060,-5.794825,-2.913805
-0.627295,-2.379409,-5.794763,-2.912024
-0.627616,-2.379758,-5.794700,-2.910244
-0.627937,-2.380107,-5.794636,-2.908465
-0.628258,-2.380455,-5.794571,-2.906687
-0.628580,-2.380804,-5.794505,-2.904909
-0.628901,-2.381152,-5.794437,-2.903133
-0.629222,-2.381501,-5.794369,-2.901357
-0.629543,-2.381849,-5.794299,-2.899582
-0.629864,-2.382196,-5.794228,-2.897808
-0.630185,-2.382544,-5.794156,-2.896034
-0.630506,-2.382892,-5.794083,-2.894262
-0.630827,-2.383239,-5.794009,-2.892490
-0.631148,-2.383586,-5.793934,-2.890720
-0.631469,-2.383933,-5.793858,-2.888950
-0.631791,-2.384280,-5.793781,-2.887181
-0.632112,-2.384626,-5.793702,-2.885412
-0.632433,-2.384973,-5.793623,-2.883645
-0.632753,-2.385319,-5.793542,-2.881879
-0.633074,-2.385665,-5.793460,-2.880113
-0.633395,-2.386011,-5.793377,-2.878348
-0.633716,-2.386357,-5.793293,-2.876584
-0.634037,-2.386703,-5.793208,-2.874821
-0.634358,-2.387048,-5.793122,-2.873059
-0.634679,-2.387393,-5.793035,-2.871297
-0.635000,-2.387738,-5.792946,-2.869537
-0.635321,-2.388083,-5.792857,-2.867777
-0.635642,-2.388428,-5.792766,-2.866018
-0.635962,-2.388773,-5.792675,-2.864260
-0.636283,-2.389117,-5.792582,-2.862503
-0.636604,-2.389461,-5.792488,-2.860746
-0.636925,-2.389805,-5.792393,-2.858991
-0.637246,-2.390149,-5.792297,-2.857236
-0.637566,-2.390493,-5.792200,-2.855482
-0.637887,-2.390837,-5.792102,-2.853729
-0.638208,-2.391180,-5.792002,-2.851977
-0.638528,-2.391523,-5.791902,-2.850226
-0.638849,-2.391866,-5.791800,-2.848475
-0.639170,-2.392209,-5.791698,-2.846726
-0.639490,-2.392552,-5.791594,-2.844977
-0.639811,-2.392894,-5.791489,-2.843229
-0.640132,-2.393237,-5.791383,-2.841482
-0.640452,-2.393579,-5.791276,-2.839736
-0.640773,-2.393921,-5.791168,-2.837991
-0.641093,-2.394263,-5.791058,-2.836246
-0.641414,-2.394604,-5.790948,-2.834502
-0.641734,-2.394946,-5.790837,-2.832760
-0.642055,-2.395287,-5.790724,-2.831018
-0.642375,-2.395628,-5.790610,-2.829276
-0.642696,-2.395969,-5.790496,-2.827536
-0.643016,-2.396310,-5.790380,-2.825797
-0.643337,-2.396651,-5.790263,-2.824058
-0.643657,-2.396991,-5.790145,-2.822320
-0.643977,-2.397332,-5.790025,-2.820583
-0.644298,-2.397672,-5.789905,-2.818847
-0.644618,-2.398012,-5.789784,-2.817112
-0.644939,-2.398352,-5.789661,-2.815378
-0.645259,-2.398691,-5.789538,-2.813644
-0.645579,-2.399031,-5.789413,-2.811912
-0.645899,-2.399370,-5.789287,-2.810180
-0.646220,-2.399709,-5.789160,-2.808449
-0.646540,-2.400048,-5.789032,-2.806719
-0.646860,-2.400387,-5.788903,-2.804990
-0.647180,-2.400725,-5.788773,-2.803261
-0.647501,-2.401064,-5.788642,-2.801534
-0.647821,-2.401402,-5.788510,-2.799807
-0.648141,-2.401740,-5.788376,-2.798081
-0.648461,-2.402078,-5.788242,-2.796356
-0.648781,-2.402416,-5.788106,-2.794632
-0.649101,-2.402753,-5.787969,-2.792909
-0.649421,-2.403091,-5.787831,-2.791186
-0.649741,-2.403428,-5.787692,-2.789465
-0.650061,-2.403765,-5.787552,-2.787744
-0.650381,-2.404102,-5.787411,-2.786024
-0.650701,-2.404439,-5.787269,-2.784305
-0.651021,-2.404775,-5.787126,-2.782587
-0.651341,-2.405112,-5.786981,-2.780869
-0.651661,-2.405448,-5.786836,-2.779153
-0.651981,-2.405784,-5.786689,-2.777437
-0.652301,-2.406120,-5.786541,-2.775722
-0.652621,-2.406456,-5.786392,-2.774008
-0.652941,-2.406791,-5.786243,-2.772295
-0.653261,-2.407126,-5.786091,-2.770583
-0.653580,-2.407462,-5.785939,-2.768871
-0.653900,-2.407797,-5.785786,-2.767161
-0.654220,-2.408132,-5.785632,-2.765451
-0.654540,-2.408466,-5.785476,-2.763742
-0.654860,-2.408801,-5.785320,-2.762034
-0.655179,-2.409135,-5.785162,-2.760327
-0.655499,-2.409469,-5.785004,-2.758621
-0.655819,-2.409803,-5.784844,-2.756915
-0.656138,-2.410137,-5.784683,-2.755211
-0.656458,-2.410471,-5.784521,-2.753507
-0.656777,-2.410804,-5.784358,-2.751804
-0.657097,-2.411138,-5.784194,-2.750102
-0.657417,-2.411471,-5.784028,-2.748401
-0.657736,-2.411804,-5.783862,-2.746700
-0.658056,-2.412137,-5.783694,-2.745001
-0.658375,-2.412469,-5.783526,-2.743302
-0.658695,-2.412802,-5.783356,-2.741604
-0.659014,-2.413134,-5.783185,-2.739907
-0.659333,-2.413466,-5.783014,-2.738211
-0.659653,-2.413798,-5.782841,-2.736516
-0.659972,-2.414130,-5.782667,-2.734821
-0.660292,-2.414462,-5.782491,-2.733128
-0.660611,-2.414793,-5.782315,-2.731435
-0.660930,-2.415124,-5.782138,-2.729743
-0.661250,-2.415455,-5.781959,-2.728052
-0.661569,-2.415786,-5.781780,-2.726362
-0.661888,-2.416117,-5.781599,-2.724673
-0.662207,-2.416448,-5.781418,-2.722984
-0.662527,-2.416778,-5.781235,-2.721297
-0.662846,-2.417108,-5.781051,-2.719610
-0.663165,-2.417439,-5.780866,-2.717924
-0.663484,-2.417769,-5.780680,-2.716239
-0.663803,-2.418098,-5.780493,-2.714555
-0.664122,-2.418428,-5.780304,-2.712871
-0.664441,-2.418757,-5.780115,-2.711189
-0.664760,-2.419087,-5.779924,-2.709507
-0.665079,-2.419416,-5.779733,-2.707826
-0.665398,-2.419745,-5.779540,-2.706146
-0.665717,-2.420073,-5.779346,-2.704467
-0.666036,-2.420402,-5.779152,-2.702789
-0.666355,-2.420730,-5.778956,-2.701112
-0.666674,-2.421059,-5.778759,-2.699435
-0.666993,-2.421387,-5.778560,-2.697759
-0.667312,-2.421715,-5.778361,-2.696084
-0.667631,-2.422042,-5.778161,-2.694410
-0.667950,-2.422370,-5.777960,-2.692737
-0.668268,-2.422697,-5.777757,-2.691065
-0.668587,-2.423025,-5.777553,-2.689393
-0.668906,-2.423352,-5.777349,-2.687723
-0.669225,-2.423678,-5.777143,-2.686053
-0.669543,-2.424005,-5.776936,-2.684384
-0.669862,-2.424332,-5.776728,-2.682716
-0.670181,-2.424658,-5.776519,-2.681049
-0.670499,-2.424984,-5.776309,-2.679383
-0.670818,-2.425310,-5.776098,-2.677717
-0.671136,-2.425636,-5.775885,-2.676052
-0.671455,-2.425962,-5.775672,-2.674389
-0.671773,-2.426288,-5.775458,-2.672726
-0.672092,-2.426613,-5.775242,-2.671063
-0.672410,-2.426938,-5.775025,-2.669402
-0.672729,-2.427263,-5.774807,-2.667742
-0.673047,-2.427588,-5.774589,-2.666082
-0.673366,-2.427913,-5.774369,-2.664424
-0.673684,-2.428237,-5.774148,-2.662766
-0.674002,-2.428562,-5.773925,-2.661109
-0.674321,-2.428886,-5.773702,-2.659453
-0.674639,-2.429210,-5.773478,-2.657797
-0.674957,-2.429534,-5.773252,-2.656143
-0.675275,-2.429857,-5.773026,-2.654489
-0.675594,-2.430181,-5.772798,-2.652836
-0.675912,-2.430504,-5.772570,-2.651185
-0.676230,-2.430827,-5.772340,-2.649534
-0.676548,-2.431150,-5.772109,-2.647883
-0.676866,-2.431473,-5.771877,-2.646234
-0.677184,-2.431796,-5.771644,-2.644585
-0.677502,-2.432118,-5.771410,-2.642938
-0.677820,-2.432441,-5.771175,-2.641291
-0.678138,-2.432763,-5.770938,-2.639645
-0.678456,-2.433085,-5.770701,-2.638000
-0.678774,-2.433407,-5.770463,-2.636356
-0.679092,-2.433729,-5.770223,-2.634712
-0.679410,-2.434050,-5.769982,-2.633070
-0.679728,-2.434371,-5.769741,-2.631428
-0.680046,-2.434693,-5.769498,-2.629787
-0.680363,-2.435014,-5.769254,-2.628147
-0.680681,-2.435334,-5.769009,-2.626508
-0.680999,-2.435655,-5.768763,-2.624870
-0.681317,-2.435976,-5.768516,-2.623232
-0.681634,-2.436296,-5.768267,-2.621596
-0.681952,-2.436616,-5.768018,-2.619960
-0.682270,-2.436936,-5.767768,-2.618325
-0.682587,-2.437256,-5.767516,-2.616691
-0.682905,-2.437575,-5.767263,-2.615058
-0.683223,-2.437895,-5.767010,-2.613426
-0.683540,-2.438214,-5.766755,-2.611794
-0.683858,-2.438533,-5.766499,-2.610163
-0.684175,-2.438852,-5.766242,-2.608534
-0.684493,-2.439171,-5.765984,-2.606905
-0.684810,-2.439490,-5.765725,-2.605277
-0.685127,-2.439808,-5.765465,-2.603649
-0.685445,-2.440127,-5.765203,-2.602023
-0.685762,-2.440445,-5.764941,-2.600397
-0.686079,-2.440763,-5.764678,-2.598773
-0.686397,-2.441081,-5.764413,-2.597149
-0.686714,-2.441398,-5.764147,-2.595526
-0.687031,-2.441716,-5.763881,-2.593904
-0.687348,-2.442033,-5.763613,-2.592282
-0.687666,-2.442350,-5.763344,-2.590662
-0.687983,-2.442667,-5.763074,-2.589042
-0.688300,-2.442984,-5.762803,-2.587424
-0.688617,-2.443301,-5.762531,-2.585806
-0.688934,-2.443617,-5.762258,-2.584189
-0.689251,-2.443933,-5.761983,-2.582572
-0.689568,-2.444250,-5.761708,-2.580957
-0.689885,-2.444565,-5.761432,-2.579343
-0.690202,-2.444881,-5.761154,-2.577729
-0.690519,-2.445197,-5.760875,-2.576116
-0.690836,-2.445512,-5.760596,-2.574504
-0.691152,-2.445828,-5.760315,-2.572893
-0.691469,-2.446143,-5.760033,-2.571283
-0.691786,-2.446458,-5.759750,-2.569673
-0.692103,-2.446773,-5.759466,-2.568065
-0.692420,-2.447087,-5.759181,-2.566457
-0.692736,-2.447402,-5.758895,-2.564850
-0.693053,-2.447716,-5.758607,-2.563244
-0.693370,-2.448030,-5.758319,-2.561639
-0.693686,-2.448344,-5.758030,-2.560035
-0.694003,-2.448658,-5.757739,-2.558431
-0.694319,-2.448972,-5.757447,-2.556829
-0.694636,-2.449285,-5.757155,-2.555227
-0.694952,-2.449598,-5.756861,-2.553626
-0.695269,-2.449911,-5.756566,-2.552026
-0.695585,-2.450224,-5.756270,-2.550427
-0.695902,-2.450537,-5.755973,-2.548828
-0.696218,-2.450850,-5.755675,-2.547231
-0.696534,-2.451162,-5.755376,-2.545634
-0.696851,-2.451475,-5.755076,-2.544038
-0.697167,-2.451787,-5.754774,-2.542443
-0.697483,-2.452099,-5.754472,-2.540849
-0.697799,-2.452411,-5.754169,-2.539256
-0.698116,-2.452722,-5.753864,-2.537663
-0.698432,-2.453034,-5.753558,-2.536072
-0.698748,-2.453345,-5.753252,-2.534481
-0.699064,-2.453656,-5.752944,-2.532891
-0.699380,-2.453967,-5.752635,-2.531302
-0.699696,-2.454278,-5.752325,-2.529714
-0.700012,-2.454589,-5.752014,-2.528126
-0.700328,-2.454899,-5.751702,-2.526540
-0.700644,-2.455209,-5.751389,-2.524954
-0.700960,-2.455519,-5.751075,-2.523369
-0.701276,-2.455829,-5.750759,-2.521786
-0.701591,-2.456139,-5.750443,-2.520202
-0.701907,-2.456449,-5.750125,-2.518620
-0.702223,-2.456758,-5.749807,-2.517039
-0.702539,-2.457068,-5.749487,-2.515458
-0.702854,-2.457377,-5.749166,-2.513878
-0.703170,-2.457686,-5.748845,-2.512299
-0.703486,-2.457995,-5.748522,-2.510721
-0.703801,-2.458303,-5.748198,-2.509144
-0.704117,-2.458612,-5.747873,-2.507568
-0.704433,-2.458920,-5.747547,-2.505992
-0.704748,-2.459228,-5.747220,-2.504418
-0.705063,-2.459536,-5.746891,-2.502844
-0.705379,-2.459844,-5.746562,-2.501271
-0.705694,-2.460152,-5.746232,-2.499699
-0.706010,-2.460459,-5.745900,-2.498128
-0.706325,-2.460766,-5.745568,-2.496557
-0.706640,-2.461074,-5.745234,-2.494987
-0.706956,-2.461381,-5.744900,-2.493419
-0.707271,-2.461687,-5.744564,-2.491851
-0.707586,-2.461994,-5.744227,-2.490284
-0.707901,-2.462301,-5.743889,-2.488718
-0.708216,-2.462607,-5.743550,-2.487152
-0.708532,-2.462913,-5.743210,-2.485588
-0.708847,-2.463219,-5.742869,-2.484024
-0.709162,-2.463525,-5.742527,-2.482461
-0.709477,-2.463831,-5.742184,-2.480899
-0.709792,-2.464136,-5.741840,-2.479338
-0.710107,-2.464441,-5.741494,-2.477778
-0.710422,-2.464747,-5.741148,-2.476218
-0.710736,-2.465052,-5.740800,-2.474660
-0.711051,-2.465356,-5.740452,-2.473102
-0.711366,-2.465661,-5.740102,-2.471545
-0.711681,-2.465966,-5.739751,-2.469989
-0.711996,-2.466270,-5.739399,-2.468434
-0.712310,-2.466574,-5.739047,-2.466879
-0.712625,-2.466878,-5.738693,-2.465326
-0.712940,-2.467182,-5.738338,-2.463773
-0.713254,-2.467486,-5.737982,-2.462221
-0.713569,-2.467789,-5.737624,-2.460670
-0.713883,-2.468093,-5.737266,-2.459120
-0.714198,-2.468396,-5.736907,-2.457571
-0.714512,-2.468699,-5.736547,-2.456022
-0.714827,-2.469002,-5.736185,-2.454475
-0.715141,-2.469304,-5.735823,-2.452928
-0.715456,-2.469607,-5.735459,-2.451382
-0.715770,-2.469909,-5.735095,-2.449837
-0.716084,-2.470212,-5.734729,-2.448293
-0.716398,-2.470514,-5.734362,-2.446749
-0.716713,-2.470815,-5.733995,-2.445207
-0.717027,-2.471117,-5.733626,-2.443665
-0.717341,-2.471419,-5.733256,-2.442124
-0.717655,-2.471720,-5.732885,-2.440584
-0.717969,-2.472021,-5.732513,-2.439045
-0.718283,-2.472322,-5.732140,-2.437506
-0.718597,-2.472623,-5.731765,-2.435969
-0.718911,-2.472924,-5.731390,-2.434432
-0.719225,-2.473225,-5.731014,-2.432896
-0.719539,-2.473525,-5.730636,-2.431361
-0.719853,-2.473825,-5.730258,-2.429827
-0.720167,-2.474125,-5.729878,-2.428294
-0.720481,-2.474425,-5.729498,-2.426761
-0.720794,-2.474725,-5.729116,-2.425230
-0.721108,-2.475024,-5.728734,-2.423699
-0.721422,-2.475324,-5.728350,-2.422169
-0.721735,-2.475623,-5.727965,-2.420640
-0.722049,-2.475922,-5.727579,-2.419112
-0.722363,-2.476221,-5.727192,-2.417584
-0.722676,-2.476520,-5.726804,-2.416058
-0.722990,-2.476819,-5.726415,-2.414532
-0.723303,-2.477117,-5.726025,-2.413007
-0.723617,-2.477415,-5.725634,-2.411483
-0.723930,-2.477713,-5.725242,-2.409960
-0.724243,-2.478011,-5.724848,-2.408437
-0.724557,-2.478309,-5.724454,-2.406916
-0.724870,-2.478607,-5.724058,-2.405395
-0.725183,-2.478904,-5.723662,-2.403875
-0.725496,-2.479201,-5.723264,-2.402356
-0.725810,-2.479498,-5.722866,-2.400838
-0.726123,-2.479795,-5.722466,-2.399321
-0.726436,-2.480092,-5.722065,-2.397804
-0.726749,-2.480389,-5.721664,-2.396289
-0.727062,-2.480685,-5.721261,-2.394774
-0.727375,-2.480982,-5.720857,-2.393260
-0.727688,-2.481278,-5.720452,-2.391747
-0.728001,-2.481574,-5.720046,-2.390234
-0.728314,-2.481870,-5.719639,-2.388723
-0.728626,-2.482165,-5.719231,-2.387212
-0.728939,-2.482461,-5.718822,-2.385702
-0.729252,-2.482756,-5.718411,-2.384193
-0.729565,-2.483051,-5.718000,-2.382685
-0.729877,-2.483346,-5.717588,-2.381178
-0.730190,-2.483641,-5.717174,-2.379671
-0.730503,-2.483936,-5.716760,-2.378166
-0.730815,-2.484230,-5.716344,-2.376661
-0.731128,-2.484525,-5.715928,-2.375157
-0.731440,-2.484819,-5.715510,-2.373654
-0.731753,-2.485113,-5.715091,-2.372152
-0.732065,-2.485407,-5.714672,-2.370650
-0.732377,-2.485700,-5.714251,-2.369150
-0.732690,-2.485994,-5.713829,-2.367650
-0.733002,-2.486287,-5.713406,-2.366151
-0.733314,-2.486580,-5.712982,-2.364653
